886,o
706,de
593,a
592,e
519,que
298,n
243,os
207,em
203,s
199,se
195,as
172,do
165,me
155,um
135,eu
124,uma
120,da
114,m
108,para
103,como
92,r
89,no
88,d
87,por
85,na
84,com
83,minha
81,ao
79,dos
68,ser
68,mim
65,alma
64,mais
60,nos
60,es
59,tudo
58,vida
57,meu
53,j
53,das
49,v
48,sei
48,era
47,onde
47,mas
46,porque
45,ter
45,l
44,ha
42,elle
42,dia
42,c
40,segunda
40,primeira
39,p
39,f
38,meus
37,vos
37,sem
36,sonho
36,foi
35,mar
35,isto
33,quando
33,entre
33,dentro
32,ra
32,olhos
32,ella
32,deus
31,todos
31,noite
31,h
30,nem
30,lhe
29,t
29,sombra
29,seu
29,quem
28,tenho
28,eia
27,sempre
27,nunca
27,nas
26,voz
26,sobre
26,gente
25,num
25,luz
25,est
25,depois
24,sou
24,nada
24,longe
24,irm
23,sua
23,fallar
23,ah
22,toda
22,terceira
22,talvez
22,ou
22,minhas
22,cousa
21,te
21,la
21,ainda
20,passado
20,outra
20,oiro
19,ver
19,todas
19,sinto
19,outro
19,olhar
18,outras
18,agora
17,triste
17,seus
17,qualquer
17,muito
17,isso
17,estar
17,esta
17,assim
16,tinha
16,teus
16,mesmo
16,lisboa
16,dedos
16,corpo
16,amo
15,tuas
15,sonhos
15,sentidos
15,rio
15,parece
15,mal
15,grandes
15,fim
15,bra
14,tambem
14,pela
14,luar
14,ca
14,bre
13,vi
13,todo
13,tem
13,sido
13,ria
13,poder
13,ouro
13,orpheu
13,numa
13,marinheiro
13,faz
13,eram
13,b
13,ar
12,z
12,vezes
12,vez
12,teu
12,res
12,pr
12,pena
12,pelo
12,outros
12,mundo
12,morte
12,las
12,fallae
12,eh
12,caminho
12,aqui
12,ansia
12,am
11,tempo
11,tanto
11,sonhar
11,sol
11,sabe
11,pra
11,montes
11,janella
11,ir
11,horas
11,havia
11,frio
11,fazer
11,cada
11,bello
11,aos
11,alguem
11,al
10,vem
10,vejo
10,si
10,rios
10,real
10,poemas
10,pastorinha
10,ora
10,ninguem
10,nenhuma
10,morreu
10,momento
10,medo
10,lua
10,jardim
10,gua
10,grande
10,ferro
10,este
10,dias
10,chorar
10,can
10,bem
10,beira
10,at
10,apenas
10,alguma
9,vinha
9,us
9,suas
9,saber
9,repuxos
9,quer
9,pinheiros
9,pausa
9,patria
9,passa
9,ouvir
9,morrer
9,marfim
9,le
9,lado
9,horror
9,hoje
9,fui
9,febre
9,devia
9,come
9,cio
9,cais
9,branca
9,aquella
8,vou
8,vivi
8,viver
8,vae
8,terra
8,silencio
8,sentir
8,sensa
8,salom
8,ruas
8,rua
8,resto
8,qu
8,pre
8,podia
8,pierrot
8,passo
8,paris
8,nossa
8,minh
8,hora
8,feliz
8,fallemos
8,estou
8,edi
8,dizer
8,deve
8,ch
8,centavos
8,campos
7,vai
7,trez
7,relva
7,rdo
7,quarto
7,pouco
7,pontes
7,ponte
7,pio
7,pessoa
7,pensar
7,passos
7,passam
7,parte
7,palavras
7,nosso
7,neste
7,ncia
7,navio
7,mulher
7,livraria
7,lembrar
7,i
7,haver
7,gesto
7,fl
7,ela
7,duas
7,dizei
7,dan
7,comboios
7,carneiro
7,cantar
7,bronze
7,beijo
7,azul
7,andorinha
7,ad
6,vento
6,tristes
6,tido
6,tarde
6,ta
6,sonhava
6,somno
6,sombras
6,som
6,sil
6,sen
6,salas
6,ru
6,ro
6,revista
6,pudesse
6,princesa
6,posso
6,portas
6,porta
6,pelos
6,pal
6,paiz
6,pag
6,outr
6,oriente
6,olhando
6,nova
6,noites
6,negra
6,ncio
6,navios
6,modo
6,mesma
6,menos
6,meio
6,mario
6,lo
6,jos
6,india
6,ilha
6,fundo
6,foram
6,fernando
6,fallando
6,debru
6,dar
6,cousas
6,contae
6,coisas
6,co
6,cinza
6,casa
6,carne
6,canto
6,beleza
6,arte
6,aquelle
6,anda
6,alli
6,afinal
5,via
5,velhos
5,velas
5,vale
5,vago
5,tua
5,tivesse
5,sim
5,sentido
5,sente
5,senhora
5,sal
5,ronald
5,rei
5,realmente
5,raz
5,ras
5,quinas
5,querer
5,qual
5,presente
5,portugal
5,portos
5,pol
5,poente
5,perfume
5,pensamento
5,pedro
5,passou
5,numero
5,mortas
5,montalv
5,mist
5,maneira
5,longo
5,lembrava
5,labios
5,junho
5,impossivel
5,importa
5,ia
5,hup
5,horizonte
5,guisado
5,gestos
5,galgas
5,fosse
5,falleis
5,esse
5,essa
5,ent
5,ellas
5,duvida
5,duma
5,dormindo
5,desejos
5,deixa
5,cruz
5,cora
5,commigo
5,cima
5,certa
5,carvalho
5,caix
5,briza
5,breve
5,ava
5,asas
5,arco
5,arcadas
5,aonde
5,antigo
5,amor
5,alto
5,alfredo
5,agua
5,ado
5,abysmo
4,vossas
4,vontade
4,volupia
4,vol
4,viu
4,vitrais
4,visto
4,vir
4,verm
4,vela
4,veiu
4,unica
4,tule
4,tu
4,tristeza
4,treme
4,teve
4,tendo
4,teis
4,tanque
4,sta
4,sse
4,sorriso
4,sob
4,senhor
4,scismam
4,sangue
4,sa
4,rosas
4,roda
4,repente
4,recordar
4,quente
4,punhaes
4,proprio
4,prio
4,principio
4,preciso
4,porto
4,porqu
4,pode
4,plat
4,perto
4,perdido
4,perdida
4,perd
4,pav
4,passar
4,parque
4,paisagens
4,or
4,ol
4,nua
4,nessa
4,nervos
4,nenhum
4,negreiros
4,mulheres
4,morta
4,mente
4,meia
4,maravilhosa
4,manh
4,luzes
4,lume
4,luiz
4,logo
4,linho
4,lhes
4,leve
4,les
4,lembro
4,lagos
4,lag
4,joelhos
4,interior
4,ingl
4,inda
4,id
4,humanos
4,historia
4,gritar
4,gra
4,gal
4,fria
4,floresta
4,ficou
4,falso
4,fallo
4,fa
4,estrelas
4,estas
4,espreita
4,especie
4,espasmo
4,ergue
4,ergo
4,entrar
4,el
4,dorme
4,disto
4,distantes
4,distancia
4,dio
4,descontente
4,desconhecida
4,dentes
4,demasiadamente
4,creou
4,costas
4,contar
4,cego
4,canta
4,canal
4,calma
4,caindo
4,caes
4,busca
4,brazil
4,bom
4,bella
4,beijos
4,barco
4,bailados
4,bailado
4,aventura
4,autor
4,arvore
4,antes
4,ando
4,alvaro
4,almada
4,ali
4,ados
3,xo
3,vosso
3,vossa
3,volume
3,volta
3,vo
3,vivo
3,vivem
3,vis
3,violinos
3,vindo
3,vidas
3,vestidos
3,vestes
3,verdade
3,veem
3,vaga
3,ultima
3,u
3,tronco
3,tro
3,triunfal
3,toca
3,til
3,ticos
3,ticas
3,tica
3,terras
3,teria
3,tenha
3,teem
3,sons
3,sonhando
3,sonham
3,sois
3,sinta
3,sinos
3,silhuetas
3,setim
3,ses
3,sentiu
3,sentimento
3,sentada
3,sendo
3,seguindo
3,segr
3,seda
3,scismo
3,saudades
3,saudade
3,saiba
3,saias
3,saia
3,sabemos
3,ruinas
3,rtes
3,rodrigues
3,rodas
3,rochedos
3,relogio
3,red
3,rebro
3,rastro
3,raras
3,ram
3,raiva
3,quinta
3,quero
3,queria
3,queremos
3,quase
3,publicar
3,propria
3,progressos
3,procurando
3,presen
3,pranto
3,praia
3,porisso
3,pontas
3,poema
3,pinheirais
3,perdeu
3,pensava
3,pensamentos
3,pelas
3,peito
3,peccado
3,paysagens
3,passavam
3,partir
3,palmeiras
3,paix
3,ouvi
3,outubro
3,opi
3,olhava
3,olha
3,oes
3,ode
3,obras
3,nossos
3,nisto
3,nesta
3,negro
3,necessidade
3,naus
3,nau
3,nasceu
3,musica
3,muitas
3,mos
3,morder
3,montras
3,moinho
3,melhor
3,mec
3,margem
3,maquinismos
3,ma
3,lugar
3,louca
3,los
3,liz
3,livro
3,lito
3,literatura
3,lirio
3,linha
3,linda
3,lhos
3,lentamente
3,lebre
3,largo
3,lanterna
3,lan
3,laia
3,lago
3,junto
3,jardins
3,janellas
3,janeiro
3,incerto
3,in
3,ii
3,ido
3,homens
3,hilla
3,hia
3,guias
3,gostava
3,go
3,giro
3,gar
3,futuro
3,fugiu
3,fugir
3,fugida
3,frizos
3,fresca
3,forma
3,folhas
3,fogo
3,fingir
3,fevereiro
3,feito
3,falsos
3,falsa
3,faces
3,extranho
3,existir
3,excesso
3,europa
3,eterna
3,estes
3,estava
3,estado
3,espelhos
3,espa
3,escutar
3,escurid
3,escrevo
3,esc
3,erguidos
3,erguidas
3,dum
3,dormir
3,doente
3,docas
3,dizendo
3,dize
3,dissestes
3,disse
3,direita
3,din
3,diga
3,deserto
3,desejo
3,desde
3,descida
3,desceu
3,descer
3,deixar
3,debaixo
3,dando
3,cypreste
3,culo
3,cr
3,contempor
3,comsigo
3,colombina
3,coisa
3,claustros
3,cisnes
3,cinta
3,cimo
3,cias
3,chamou
3,catedrais
3,castello
3,capa
3,caf
3,cabellos
3,cabe
3,cab
3,buscar
3,brocado
3,bricas
3,brazileira
3,branco
3,bordo
3,borboleta
3,bocas
3,belo
3,barcos
3,baixo
3,baixa
3,bailando
3,av
3,aurea
3,astral
3,areias
3,ardendo
3,arcos
3,aquelles
3,aquellas
3,ansias
3,anos
3,ano
3,annos
3,andar
3,andam
3,ameias
3,almas
3,ai
3,agonia
3,adormecido
3,adormecida
3,adas
3,ada
3,acho
3,accorda
3,acc
3,acabado
3,absolutamente
3,abra
2,vozes
2,volantes
2,voar
2,vives
2,vive
2,viva
2,vinte
2,vim
2,vibrar
2,viajantes
2,viagem
2,versos
2,vergilio
2,verdadeiras
2,verdadeira
2,ventre
2,vencidos
2,vencida
2,velhas
2,vel
2,veis
2,veio
2,vagamente
2,vagabundo
2,usuais
2,umas
2,ultimo
2,triunfo
2,trimestral
2,treze
2,trav
2,transmiss
2,tran
2,tr
2,tos
2,torres
2,torre
2,tornar
2,torna
2,tonta
2,tocou
2,tivessemos
2,tipografia
2,tinham
2,tico
2,ti
2,tentar
2,temos
2,tel
2,tardinha
2,tarda
2,tapetes
2,tantas
2,tanta
2,tamarindos
2,surdinas
2,suez
2,suave
2,ssem
2,sorrindo
2,sorria
2,sonhara
2,sonetos
2,somos
2,sombrios
2,sis
2,sinha
2,simpatia
2,silenciosas
2,silenciosa
2,settas
2,seria
2,sereias
2,serei
2,senti
2,selec
2,seja
2,seios
2,seguida
2,segui
2,segredo
2,sec
2,scismando
2,scara
2,saudosa
2,santa
2,sabia
2,rvore
2,ruiva
2,rubro
2,rosa
2,ritos
2,rirem
2,rezas
2,rezando
2,rezam
2,revela
2,resurrei
2,resam
2,reparardes
2,reparamos
2,rente
2,remorsos
2,remedio
2,reis
2,refrescar
2,redor
2,recostada
2,rebanho
2,rcio
2,rangendo
2,quiz
2,quereis
2,quebrou
2,quatro
2,quasi
2,quantos
2,quanto
2,quantas
2,qualqu
2,prosas
2,propriamente
2,prolongamentos
2,procura
2,prociss
2,pro
2,princesas
2,prepara
2,prende
2,prendas
2,prece
2,prato
2,prata
2,poz
2,portugu
2,poeta
2,poeira
2,podem
2,pobre
2,planos
2,phrases
2,pertencer
2,pertence
2,perten
2,perolas
2,pernas
2,perguntaes
2,perdidas
2,perdia
2,perdi
2,perder
2,pequeno
2,pequenina
2,pensaes
2,pensado
2,pendia
2,pedra
2,peccados
2,pe
2,pastora
2,passei
2,passarem
2,passando
2,passagem
2,partiste
2,parta
2,parecia
2,palma
2,palacio
2,paginas
2,pacheco
2,ouvido
2,ouvia
2,orla
2,orgulho
2,ondeia
2,ondas
2,onda
2,oliveira
2,olhastes
2,olhae
2,obra
2,nus
2,novos
2,novo
2,novelas
2,not
2,nostalgias
2,nossas
2,nome
2,noivado
2,nitokris
2,nico
2,nforas
2,nesse
2,neo
2,negras
2,necessario
2,ncias
2,naufr
2,natal
2,nasciam
2,nasci
2,mystica
2,mpadas
2,motor
2,morto
2,morreram
2,morrem
2,morgado
2,monteiro
2,monte
2,mon
2,molhava
2,molhados
2,mica
2,metade
2,met
2,memoria
2,mem
2,melodia
2,medida
2,mau
2,manto
2,mansamente
2,maneiras
2,magoa
2,longos
2,longinqua
2,longes
2,longas
2,lios
2,linhas
2,lingua
2,lilaz
2,ligas
2,lidas
2,lico
2,lica
2,leves
2,levanta
2,leva
2,lentos
2,lenta
2,len
2,lembran
2,lembram
2,lembra
2,laranja
2,lampadas
2,justo
2,juntas
2,julgo
2,joias
2,jesus
2,jantar
2,janelas
2,isoladamente
2,is
2,irreal
2,iris
2,iria
2,invas
2,inutil
2,introduc
2,interrompe
2,interm
2,interessante
2,inteiramente
2,inquieta
2,infancia
2,indicios
2,indecisas
2,ilus
2,ieis
2,idos
2,ideal
2,ideais
2,ibis
2,iam
2,humana
2,houve
2,hoteis
2,herois
2,hei
2,havido
2,havemos
2,haste
2,gyrassois
2,guindastes
2,guia
2,gueisha
2,guardavam
2,gritos
2,goa
2,gloria
2,gl
2,gio
2,gens
2,gata
2,garganta
2,funda
2,fumo
2,fumar
2,fujo
2,fugido
2,fuga
2,fronte
2,frente
2,forte
2,formas
2,formam
2,for
2,fontes
2,fonte
2,flores
2,flauta
2,fito
2,fins
2,filho
2,figura
2,fico
2,ficava
2,ficaram
2,ficar
2,fiava
2,fez
2,ferreira
2,feitas
2,feita
2,fechou
2,fazendo
2,fazeis
2,fantazia
2,faltam
2,fallam
2,fallaes
2,facto
2,extintas
2,exprimir
2,existo
2,existiu
2,exilio
2,exig
2,excessivamente
2,eterno
2,estrellas
2,estranha
2,estrada
2,esth
2,estendidos
2,estendido
2,esteiras
2,esteira
2,essencia
2,essas
2,esquecidos
2,esquecido
2,esquecida
2,esquecendo
2,espuma
2,espojar
2,espessas
2,esguio
2,esgalgados
2,esfor
2,escura
2,escudo
2,escadas
2,escada
2,erram
2,erguida
2,ergueu
2,ereis
2,entra
2,entes
2,enterro
2,entardecer
2,enfeiti
2,encontro
2,encontrar
2,encontra
2,enclausura
